"CountryCode","SeriesCode","Year","DESCRIPTION",
"SVN","SH.DYN.MORT","YR2010","Uncertainty bound is 3 - 3.4",
"SVN","SH.DYN.MORT","YR2011","Uncertainty bound is 2.9 - 3.3",
"SVN","SH.DYN.MORT","YR2012","Uncertainty bound is 2.7 - 3.1",
"SVN","SH.DYN.MORT","YR2013","Uncertainty bound is 2.6 - 3",
"SVN","SH.DYN.MORT","YR2014","Uncertainty bound is 2.5 - 2.9",
"SVN","SH.DYN.MORT","YR2015","Uncertainty bound is 2.4 - 2.8",
"SVN","SH.DYN.MORT","YR2016","Uncertainty bound is 2.3 - 2.7",
"SVN","SH.DYN.MORT","YR2017","Uncertainty bound is 2.2 - 2.6",
"SVN","SH.DYN.MORT","YR2018","Uncertainty bound is 2.1 - 2.6",
"SVN","SH.DYN.MORT","YR2019","Uncertainty bound is 2 - 2.5",
"SVN","SH.DYN.MORT","YR2020","Uncertainty bound is 1.9 - 2.5",
"SVN","SH.STA.OWAD.ZS","YR1975","Plausible bound is 28.5 - 42.6",
"SVN","SH.STA.OWAD.ZS","YR1976","Plausible bound is 29.4 - 43.1",
"SVN","SH.STA.OWAD.ZS","YR1977","Plausible bound is 30.4 - 43.5",
"SVN","SH.STA.OWAD.ZS","YR1978","Plausible bound is 31.4 - 44",
"SVN","SH.STA.OWAD.ZS","YR1979","Plausible bound is 32.4 - 44.5",
"SVN","SH.STA.OWAD.ZS","YR1980","Plausible bound is 33.3 - 45.1",
"SVN","SH.STA.OWAD.ZS","YR1981","Plausible bound is 34.2 - 45.6",
"SVN","SH.STA.OWAD.ZS","YR1982","Plausible bound is 35.1 - 46",
"SVN","SH.STA.OWAD.ZS","YR1983","Plausible bound is 35.8 - 46.5",
"SVN","SH.STA.OWAD.ZS","YR1984","Plausible bound is 36.6 - 46.9",
"SVN","SH.STA.OWAD.ZS","YR1985","Plausible bound is 37.3 - 47.3",
"SVN","SH.STA.OWAD.ZS","YR1986","Plausible bound is 38 - 47.7",
"SVN","SH.STA.OWAD.ZS","YR1987","Plausible bound is 38.5 - 48.2",
"SVN","SH.STA.OWAD.ZS","YR1988","Plausible bound is 39 - 48.5",
"SVN","SH.STA.OWAD.ZS","YR1989","Plausible bound is 39.5 - 48.8",
"SVN","SH.STA.OWAD.ZS","YR1990","Plausible bound is 40 - 49.2",
"SVN","SH.STA.OWAD.ZS","YR1991","Plausible bound is 40.6 - 49.6",
"SVN","SH.STA.OWAD.ZS","YR1992","Plausible bound is 41.1 - 50",
"SVN","SH.STA.OWAD.ZS","YR1993","Plausible bound is 41.5 - 50.4",
"SVN","SH.STA.OWAD.ZS","YR1994","Plausible bound is 41.9 - 50.7",
"SVN","SH.STA.OWAD.ZS","YR1995","Plausible bound is 42.4 - 51.1",
"SVN","SH.STA.OWAD.ZS","YR1996","Plausible bound is 42.9 - 51.5",
"SVN","SH.STA.OWAD.ZS","YR1997","Plausible bound is 43.4 - 51.8",
"SVN","SH.STA.OWAD.ZS","YR1998","Plausible bound is 43.9 - 52.2",
"SVN","SH.STA.OWAD.ZS","YR1999","Plausible bound is 44.4 - 52.6",
"SVN","SH.STA.OWAD.ZS","YR2000","Plausible bound is 44.9 - 53",
"SVN","SH.STA.OWAD.ZS","YR2001","Plausible bound is 45.4 - 53.4",
"SVN","SH.STA.OWAD.ZS","YR2002","Plausible bound is 45.8 - 53.8",
"SVN","SH.STA.OWAD.ZS","YR2003","Plausible bound is 46.3 - 54.1",
"SVN","SH.STA.OWAD.ZS","YR2004","Plausible bound is 46.8 - 54.6",
"SVN","SH.STA.OWAD.ZS","YR2005","Plausible bound is 47.3 - 55",
"SVN","SH.STA.OWAD.ZS","YR2006","Plausible bound is 47.7 - 55.5",
"SVN","SH.STA.OWAD.ZS","YR2007","Plausible bound is 48.1 - 55.9",
"SVN","SH.STA.OWAD.ZS","YR2008","Plausible bound is 48.5 - 56.5",
"SVN","SH.STA.OWAD.ZS","YR2009","Plausible bound is 48.9 - 56.9",
"SVN","SH.STA.OWAD.ZS","YR2010","Plausible bound is 49.4 - 57.5",
"SVN","SH.STA.OWAD.ZS","YR2011","Plausible bound is 49.7 - 58",
"SVN","SH.STA.OWAD.ZS","YR2012","Plausible bound is 50 - 58.5",
"SVN","SH.STA.OWAD.ZS","YR2013","Plausible bound is 50.3 - 59.1",
"SVN","SH.STA.OWAD.ZS","YR2014","Plausible bound is 50.6 - 59.7",
"SVN","SH.STA.OWAD.ZS","YR2015","Plausible bound is 50.8 - 60.4",
"SVN","SH.STA.OWAD.ZS","YR2016","Plausible bound is 51 - 61",
"SVN","SI.DST.FRST.20","YR2004","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2005","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2006","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2007","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2008","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2009","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2010","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2011","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2012","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2013","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2014","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2015","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2016","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2017","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2018","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.DST.FRST.20","YR2019","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2004","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2005","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2006","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2007","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2008","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2009","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2010","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2011","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2012","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2013","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2014","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2015","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2016","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2017","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2018","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.GINI","YR2019","Based on data from EU-SILC. Estimated from unit-record income data.",
"SVN","SI.POV.NAHC","YR2015","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SVN","SI.POV.NAHC","YR2016","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SVN","SI.POV.NAHC","YR2017","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SVN","SI.POV.NAHC","YR2018","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SVN","SI.POV.NAHC","YR2019","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SVN","SI.SPR.PCAP.ZG","YR2019","Estimated from income data. Growth rates are for the period of 2014-2019.",
"SVN","SN.ITK.DEFC.ZS","YR2001","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2002","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2003","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2004","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2005","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2006","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2007","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2008","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2009","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2010","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2011","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2012","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2013","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2014","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2015","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2016","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2017","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2018","Proportion of undernourished less than 2.5 percent.",
"SVN","SN.ITK.DEFC.ZS","YR2019","Proportion of undernourished less than 2.5 percent.",
"SVN","SP.UWT.TFRT","YR1995","Including sexually active, fecund married women (excluding those in unions), not practicing contraception and not wanting additional children or with a current pregnancy that was not wanted at conception   : age group for 15-44. Source: Slovenia 1994-1995 Fertility and Family Survey.",
"SWE","IT.NET.USER.ZS","YR1990","Source: Telia; Netcom; Europolitan.",
"SWE","IT.NET.USER.ZS","YR1991","Source: Telia; Netcom; Europolitan.",
"SWE","IT.NET.USER.ZS","YR1992","Source: Telia; Netcom; Europolitan.",
"SWE","IT.NET.USER.ZS","YR1993","Source: Telia; Netcom; Europolitan.",
"SWE","IT.NET.USER.ZS","YR1994","Source: Telia; Netcom; Europolitan.",
"SWE","IT.NET.USER.ZS","YR1995","Source: Telia; Netcom; Europolitan.",
"SWE","IT.NET.USER.ZS","YR1996","Source: Swedish Institute for Transport and Communications Analysis.",
"SWE","IT.NET.USER.ZS","YR1997","Source: Swedish Institute for Transport and Communications Analysis.",
"SWE","IT.NET.USER.ZS","YR1998","Source: Swedish Institute for Transport and Communications Analysis.",
"SWE","IT.NET.USER.ZS","YR1999","Source: Swedish Institute for Transport and Communications Analysis.",
"SWE","IT.NET.USER.ZS","YR2000","Source: Swedish Institute for Transport and Communications Analysis.",
"SWE","IT.NET.USER.ZS","YR2001","Source: Swedish Institute for Transport and Communications Analysis.",
"SWE","IT.NET.USER.ZS","YR2002","Source: Eurostat.;Note: Population age 16-74; in the last 3 months.",
"SWE","IT.NET.USER.ZS","YR2003","Source: Eurostat.;Note: Population age 16-74.",
"SWE","IT.NET.USER.ZS","YR2004","Source: Eurostat.;Note: Population age 16-74.",
"SWE","IT.NET.USER.ZS","YR2005","Source: Eurostat.;Note: Population age 16-74.",
"SWE","IT.NET.USER.ZS","YR2006","Source: Eurostat.;Note: Population age 16-74.",
"SWE","IT.NET.USER.ZS","YR2007","Source: Eurostat.;Note: Population age 16-74.",
"SWE","IT.NET.USER.ZS","YR2008","Source: Swedish Post and Telecom Agency;Note: Population age 16-75.",
"SWE","IT.NET.USER.ZS","YR2009","Source: Swedish Post and Telecom Agency;Note: Population age 16-75.",
"SWE","IT.NET.USER.ZS","YR2010","Source: Swedish Post and Telecom Agency;Note: Population age 16-75.",
"SWE","IT.NET.USER.ZS","YR2011","Source: Eurostat.;Note: Users in the last 3 months. Age 16-74.",
"SWE","IT.NET.USER.ZS","YR2012","Source: Eurostat.;Note: Users in the last 3 months.",
"SWE","IT.NET.USER.ZS","YR2013","Source: Eurostat.;Note: Population age 16-74.",
"SWE","IT.NET.USER.ZS","YR2014","Source: Eurostat;Note: Population age 16-74.",
"SWE","IT.NET.USER.ZS","YR2015","Source: Statistics Sweden.;Note: Population age 16-74.",
"SWE","IT.NET.USER.ZS","YR2016","Source: Statistics Sweden;Note: Numbers are rounded in the calculations; hence the sum of the parts may not equal the total.",
"SWE","IT.NET.USER.ZS","YR2017","Source: Statistics Sweden",
"SWE","IT.NET.USER.ZS","YR2018","Source: Statistics Sweden",
"SWE","SH.DYN.MORT","YR1960","Uncertainty bound is 19.2 - 20",
"SWE","SH.DYN.MORT","YR1961","Uncertainty bound is 18.8 - 19.6",
"SWE","SH.DYN.MORT","YR1962","Uncertainty bound is 18.2 - 19",
"SWE","SH.DYN.MORT","YR1963","Uncertainty bound is 17.6 - 18.3",
"SWE","SH.DYN.MORT","YR1964","Uncertainty bound is 16.8 - 17.5",
"SWE","SH.DYN.MORT","YR1965","Uncertainty bound is 16 - 16.6",
"SWE","SH.DYN.MORT","YR1966","Uncertainty bound is 15.2 - 15.9",
"SWE","SH.DYN.MORT","YR1967","Uncertainty bound is 14.6 - 15.2",
"SWE","SH.DYN.MORT","YR1968","Uncertainty bound is 14.1 - 14.7",
"SWE","SH.DYN.MORT","YR1969","Uncertainty bound is 13.6 - 14.2",
"SWE","SH.DYN.MORT","YR1970","Uncertainty bound is 13.1 - 13.7",
"SWE","SH.DYN.MORT","YR1971","Uncertainty bound is 12.6 - 13.2",
"SWE","SH.DYN.MORT","YR1972","Uncertainty bound is 12 - 12.5",
"SWE","SH.DYN.MORT","YR1973","Uncertainty bound is 11.4 - 11.9",
"SWE","SH.DYN.MORT","YR1974","Uncertainty bound is 10.7 - 11.2",
"SWE","SH.DYN.MORT","YR1975","Uncertainty bound is 10.1 - 10.6",
"SWE","SH.DYN.MORT","YR1976","Uncertainty bound is 9.6 - 10.1",
"SWE","SH.DYN.MORT","YR1977","Uncertainty bound is 9.2 - 9.6",
"SWE","SH.DYN.MORT","YR1978","Uncertainty bound is 8.8 - 9.3",
"SWE","SH.DYN.MORT","YR1979","Uncertainty bound is 8.5 - 9",
"SWE","SH.DYN.MORT","YR1980","Uncertainty bound is 8.2 - 8.7",
"SWE","SH.DYN.MORT","YR1981","Uncertainty bound is 8 - 8.4",
"SWE","SH.DYN.MORT","YR1982","Uncertainty bound is 7.8 - 8.2",
"SWE","SH.DYN.MORT","YR1983","Uncertainty bound is 7.6 - 8.1",
"SWE","SH.DYN.MORT","YR1984","Uncertainty bound is 7.5 - 7.9",
"SWE","SH.DYN.MORT","YR1985","Uncertainty bound is 7.4 - 7.8",
"SWE","SH.DYN.MORT","YR1986","Uncertainty bound is 7.3 - 7.7",
"SWE","SH.DYN.MORT","YR1987","Uncertainty bound is 7.2 - 7.6",
"SWE","SH.DYN.MORT","YR1988","Uncertainty bound is 7.1 - 7.5",
"SWE","SH.DYN.MORT","YR1989","Uncertainty bound is 7 - 7.4",
"SWE","SH.DYN.MORT","YR1990","Uncertainty bound is 6.8 - 7.2",
"SWE","SH.DYN.MORT","YR1991","Uncertainty bound is 6.4 - 6.8",
"SWE","SH.DYN.MORT","YR1992","Uncertainty bound is 6 - 6.4",
"SWE","SH.DYN.MORT","YR1993","Uncertainty bound is 5.5 - 5.9",
"SWE","SH.DYN.MORT","YR1994","Uncertainty bound is 5 - 5.4",
"SWE","SH.DYN.MORT","YR1995","Uncertainty bound is 4.7 - 5",
"SWE","SH.DYN.MORT","YR1996","Uncertainty bound is 4.4 - 4.7",
"SWE","SH.DYN.MORT","YR1997","Uncertainty bound is 4.2 - 4.5",
"SWE","SH.DYN.MORT","YR1998","Uncertainty bound is 4.1 - 4.4",
"SWE","SH.DYN.MORT","YR1999","Uncertainty bound is 4 - 4.3",
"SWE","SH.DYN.MORT","YR2000","Uncertainty bound is 4 - 4.3",
"SWE","SH.DYN.MORT","YR2001","Uncertainty bound is 3.9 - 4.2",
"SWE","SH.DYN.MORT","YR2002","Uncertainty bound is 3.8 - 4.1",
"SWE","SH.DYN.MORT","YR2003","Uncertainty bound is 3.7 - 4",
"SWE","SH.DYN.MORT","YR2004","Uncertainty bound is 3.6 - 3.9",
"SWE","SH.DYN.MORT","YR2005","Uncertainty bound is 3.5 - 3.7",
"SWE","SH.DYN.MORT","YR2006","Uncertainty bound is 3.3 - 3.6",
"SWE","SH.DYN.MORT","YR2007","Uncertainty bound is 3.2 - 3.4",
"SWE","SH.DYN.MORT","YR2008","Uncertainty bound is 3.1 - 3.3",
"SWE","SH.DYN.MORT","YR2009","Uncertainty bound is 3 - 3.2",
"SWE","SH.DYN.MORT","YR2010","Uncertainty bound is 2.9 - 3.2",
"SWE","SH.DYN.MORT","YR2011","Uncertainty bound is 2.9 - 3.1",
"SWE","SH.DYN.MORT","YR2012","Uncertainty bound is 2.9 - 3.1",
"SWE","SH.DYN.MORT","YR2013","Uncertainty bound is 2.8 - 3",
"SWE","SH.DYN.MORT","YR2014","Uncertainty bound is 2.8 - 3",
"SWE","SH.DYN.MORT","YR2015","Uncertainty bound is 2.8 - 3",
"SWE","SH.DYN.MORT","YR2016","Uncertainty bound is 2.7 - 2.9",
"SWE","SH.DYN.MORT","YR2017","Uncertainty bound is 2.7 - 2.9",
"SWE","SH.DYN.MORT","YR2018","Uncertainty bound is 2.6 - 2.8",
"SWE","SH.DYN.MORT","YR2019","Uncertainty bound is 2.5 - 2.8",
"SWE","SH.DYN.MORT","YR2020","Uncertainty bound is 2.5 - 2.8",
"SWE","SH.STA.OWAD.ZS","YR1975","Plausible bound is 33.2 - 42.2",
"SWE","SH.STA.OWAD.ZS","YR1976","Plausible bound is 33.9 - 42.4",
"SWE","SH.STA.OWAD.ZS","YR1977","Plausible bound is 34.6 - 42.7",
"SWE","SH.STA.OWAD.ZS","YR1978","Plausible bound is 35.3 - 43",
"SWE","SH.STA.OWAD.ZS","YR1979","Plausible bound is 35.9 - 43.2",
"SWE","SH.STA.OWAD.ZS","YR1980","Plausible bound is 36.6 - 43.6",
"SWE","SH.STA.OWAD.ZS","YR1981","Plausible bound is 37.2 - 43.9",
"SWE","SH.STA.OWAD.ZS","YR1982","Plausible bound is 37.7 - 44.2",
"SWE","SH.STA.OWAD.ZS","YR1983","Plausible bound is 38.3 - 44.6",
"SWE","SH.STA.OWAD.ZS","YR1984","Plausible bound is 38.9 - 45",
"SWE","SH.STA.OWAD.ZS","YR1985","Plausible bound is 39.4 - 45.3",
"SWE","SH.STA.OWAD.ZS","YR1986","Plausible bound is 39.9 - 45.7",
"SWE","SH.STA.OWAD.ZS","YR1987","Plausible bound is 40.4 - 46.2",
"SWE","SH.STA.OWAD.ZS","YR1988","Plausible bound is 40.9 - 46.6",
"SWE","SH.STA.OWAD.ZS","YR1989","Plausible bound is 41.4 - 47",
"SWE","SH.STA.OWAD.ZS","YR1990","Plausible bound is 41.9 - 47.5",
"SWE","SH.STA.OWAD.ZS","YR1991","Plausible bound is 42.4 - 47.9",
"SWE","SH.STA.OWAD.ZS","YR1992","Plausible bound is 42.8 - 48.4",
"SWE","SH.STA.OWAD.ZS","YR1993","Plausible bound is 43.3 - 48.9",
"SWE","SH.STA.OWAD.ZS","YR1994","Plausible bound is 43.9 - 49.3",
"SWE","SH.STA.OWAD.ZS","YR1995","Plausible bound is 44.4 - 49.8",
"SWE","SH.STA.OWAD.ZS","YR1996","Plausible bound is 45 - 50.3",
"SWE","SH.STA.OWAD.ZS","YR1997","Plausible bound is 45.5 - 50.8",
"SWE","SH.STA.OWAD.ZS","YR1998","Plausible bound is 46 - 51.2",
"SWE","SH.STA.OWAD.ZS","YR1999","Plausible bound is 46.6 - 51.7",
"SWE","SH.STA.OWAD.ZS","YR2000","Plausible bound is 47 - 52.2",
"SWE","SH.STA.OWAD.ZS","YR2001","Plausible bound is 47.5 - 52.6",
"SWE","SH.STA.OWAD.ZS","YR2002","Plausible bound is 48 - 53",
"SWE","SH.STA.OWAD.ZS","YR2003","Plausible bound is 48.5 - 53.5",
"SWE","SH.STA.OWAD.ZS","YR2004","Plausible bound is 48.9 - 53.9",
"SWE","SH.STA.OWAD.ZS","YR2005","Plausible bound is 49.3 - 54.4",
"SWE","SH.STA.OWAD.ZS","YR2006","Plausible bound is 49.7 - 54.8",
"SWE","SH.STA.OWAD.ZS","YR2007","Plausible bound is 50.1 - 55.4",
"SWE","SH.STA.OWAD.ZS","YR2008","Plausible bound is 50.4 - 55.8",
"SWE","SH.STA.OWAD.ZS","YR2009","Plausible bound is 50.7 - 56.3",
"SWE","SH.STA.OWAD.ZS","YR2010","Plausible bound is 51.1 - 56.9",
"SWE","SH.STA.OWAD.ZS","YR2011","Plausible bound is 51.4 - 57.4",
"SWE","SH.STA.OWAD.ZS","YR2012","Plausible bound is 51.6 - 58",
"SWE","SH.STA.OWAD.ZS","YR2013","Plausible bound is 51.8 - 58.6",
"SWE","SH.STA.OWAD.ZS","YR2014","Plausible bound is 52 - 59.2",
"SWE","SH.STA.OWAD.ZS","YR2015","Plausible bound is 52.2 - 59.8",
"SWE","SH.STA.OWAD.ZS","YR2016","Plausible bound is 52.4 - 60.4",
"SWE","SI.DST.FRST.20","YR1967","Based on data from LLS-RD-LIS. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR1975","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR1981","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR1987","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR1992","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR1995","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2000","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2003","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2004","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2005","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2006","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2007","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2008","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2009","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2010","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2011","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2012","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2013","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2014","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2015","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2016","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2017","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2018","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.DST.FRST.20","YR2019","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR1967","Based on data from LLS-RD-LIS. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR1975","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR1981","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR1987","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR1992","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR1995","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2000","Based on data from HIS-LIS. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2003","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2004","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2005","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2006","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2007","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2008","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2009","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2010","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2011","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2012","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2013","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2014","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2015","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2016","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2017","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2018","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.GINI","YR2019","Based on data from EU-SILC. Estimated from unit-record income data.",
"SWE","SI.POV.NAHC","YR2007","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SWE","SI.POV.NAHC","YR2008","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SWE","SI.POV.NAHC","YR2009","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SWE","SI.POV.NAHC","YR2010","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SWE","SI.POV.NAHC","YR2011","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SWE","SI.POV.NAHC","YR2012","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
"SWE","SI.POV.NAHC","YR2013","Source: EUROSTAT, At risk of poverty rate (cut-off point: 60% of median equivalised income after social transfers), reported year is income reference year. Poverty line is relative. Government estimate.",
